證券代號,證券名稱,買進股數,賣出股數,買賣超股數
2337  ,旺宏            ,"5,341,000","40,000","5,301,000"
2408  ,南亞科          ,"3,503,000","101,000","3,402,000"
"=""0050  """,元大台灣50      ,"3,400,000",0,"3,400,000"
2883  ,凱基金          ,"3,423,000","310,000","3,113,000"
2492  ,華新科          ,"2,236,000",0,"2,236,000"
2887  ,台新新光金      ,"2,940,000","1,011,000","1,929,000"
3231  ,緯創            ,"3,399,000","1,484,000","1,915,000"
6213  ,聯茂            ,"1,395,000",0,"1,395,000"
2449  ,京元電子        ,"1,595,000","214,000","1,381,000"
2881  ,富邦金          ,"1,320,000","173,081","1,146,919"
2301  ,光寶科          ,"1,745,000","671,000","1,074,000"
2882  ,國泰金          ,"1,317,000","257,208","1,059,792"
6442  ,光聖            ,"754,000",0,"754,000"
4958  ,臻鼎-KY         ,"856,000","261,000","595,000"
2383  ,台光電          ,"608,000","15,000","593,000"
3017  ,奇鋐            ,"598,000","57,000","541,000"
3030  ,德律            ,"500,000",0,"500,000"
2308  ,台達電          ,"502,000","13,000","489,000"
2472  ,立隆電          ,"339,000",0,"339,000"
1402  ,遠東新          ,"350,000","61,000","289,000"
2360  ,致茂            ,"675,000","436,000","239,000"
2330  ,台積電          ,"286,000","74,000","212,000"
2345  ,智邦            ,"239,000","28,000","211,000"
3665  ,貿聯-KY         ,"206,000","12,000","194,000"
4551  ,智伸科          ,"193,000",0,"193,000"
"=""0056  """,元大高股息      ,"190,000",0,"190,000"
8210  ,勤誠            ,"120,000",0,"120,000"
5243  ,乙盛-KY         ,"100,000",0,"100,000"
3715  ,定穎投控        ,"81,000",0,"81,000"
3481  ,群創            ,"73,000",0,"73,000"
2409  ,友達            ,"86,000","22,292","63,708"
5871  ,中租-KY         ,"145,000","97,000","48,000"
3037  ,欣興            ,"53,000","10,000","43,000"
"=""00830 """,國泰費城半導體  ,"41,000",0,"41,000"
6770  ,力積電          ,"65,000","28,000","37,000"
3450  ,聯鈞            ,"33,000",0,"33,000"
2327  ,國巨*           ,"139,000","107,000","32,000"
"=""00850 """,元大臺灣ESG永續 ,"30,000",0,"30,000"
6271  ,同欣電          ,"23,000",0,"23,000"
3033  ,威健            ,"38,000","17,600","20,400"
6285  ,啟��            ,"20,000",0,"20,000"
6805  ,富世達          ,"18,000",0,"18,000"
1605  ,華新            ,"15,000",0,"15,000"
2838  ,聯邦銀          ,"15,000",0,"15,000"
2059  ,川湖            ,"35,000","21,000","14,000"
2352  ,佳世達          ,"12,000",0,"12,000"
2542  ,興富發          ,"27,000","15,000","12,000"
2354  ,鴻準            ,"10,000",0,"10,000"
6592A ,和潤企業甲特    ,"10,000",0,"10,000"
6592B ,和潤企業乙特    ,"10,000",0,"10,000"
7750  ,新代            ,"10,000",0,"10,000"
8422  ,可寧衛          ,"8,000",0,"8,000"
1722  ,台肥            ,"5,000",0,"5,000"
6944  ,兆聯實業        ,"5,000",0,"5,000"
2395  ,研華            ,"4,000",0,"4,000"
2855  ,統一證          ,"4,000",0,"4,000"
2903  ,遠百            ,"4,000",0,"4,000"
2501  ,國建            ,"3,000",0,"3,000"
1316  ,上曜            ,"1,000",0,"1,000"
1603  ,華電            ,"1,000",0,"1,000"
2374  ,佳能            ,"1,000",0,"1,000"
2540  ,愛山林          ,"1,000",0,"1,000"
2614  ,東森            ,"1,000",0,"1,000"
3026  ,禾伸堂          ,"1,000",0,"1,000"
6861  ,睿生光電        ,"1,000",0,"1,000"
8021  ,尖點            ,"1,000",0,"1,000"
8028  ,昇陽半導體      ,"1,000",0,"1,000"
8404  ,百和興業-KY     ,"1,000",0,"1,000"
3008  ,大立光          ,"1,000",300,700
1303  ,南亞            ,0,"6,100,000","-6,100,000"
"=""00965 """,元大航太防衛科技,0,"3,000,000","-3,000,000"
2618  ,長榮航          ,"418,000","2,900,000","-2,482,000"
3189  ,景碩            ,0,"2,381,000","-2,381,000"
2324  ,仁寶            ,"57,000","2,401,990","-2,344,990"
2303  ,聯電            ,"1,169,000","2,870,002","-1,701,002"
6191  ,精成科          ,"3,000","1,300,000","-1,297,000"
2884  ,玉山金          ,"38,000","1,255,024","-1,217,024"
2347  ,聯強            ,"12,000","1,188,872","-1,176,872"
3376  ,新日興          ,0,"1,150,000","-1,150,000"
3702  ,大聯大          ,"28,000","1,039,060","-1,011,060"
4938  ,和碩            ,"19,000","1,010,301","-991,301"
1102  ,亞泥            ,"19,000","993,000","-974,000"
3706  ,神達            ,"9,000","941,000","-932,000"
2353  ,宏��            ,"29,000","949,000","-920,000"
1216  ,統一            ,"15,000","915,000","-900,000"
2317  ,鴻海            ,"193,000","1,032,152","-839,152"
5876  ,上海商銀        ,0,"817,000","-817,000"
2105  ,正新            ,0,"803,000","-803,000"
1802  ,台玻            ,0,"735,000","-735,000"
2520  ,冠德            ,0,"659,000","-659,000"
2891  ,中信金          ,"560,000","1,155,423","-595,423"
3443  ,創意            ,"6,000","590,000","-584,000"
2885  ,元大金          ,"1,177,000","1,729,000","-552,000"
2886  ,兆豐金          ,"31,000","566,000","-535,000"
2356  ,英業達          ,"37,000","561,000","-524,000"
2481  ,強茂            ,"801,000","1,317,000","-516,000"
4904  ,遠傳            ,"1,000","412,000","-411,000"
3605  ,宏致            ,0,"399,000","-399,000"
2027  ,大成鋼          ,0,"396,000","-396,000"
6176  ,瑞儀            ,"4,000","396,055","-392,055"
3005  ,神基            ,"4,000","392,000","-388,000"
8016  ,矽創            ,0,"372,316","-372,316"
3036  ,文曄            ,"9,000","375,000","-366,000"
2382  ,廣達            ,"28,000","389,451","-361,451"
2211  ,長榮鋼          ,"1,000","362,000","-361,000"
1319  ,東陽            ,0,"326,000","-326,000"
1504  ,東元            ,"98,000","423,000","-325,000"
3583  ,辛耘            ,0,"308,000","-308,000"
3045  ,台灣大          ,"1,000","303,000","-302,000"
3044  ,健鼎            ,"5,000","298,000","-293,000"
2357  ,華碩            ,"7,000","291,702","-284,702"
1301  ,台塑            ,0,"276,000","-276,000"
2385  ,群光            ,"7,000","275,663","-268,663"
6005  ,群益證          ,"9,000","274,546","-265,546"
2890  ,永豐金          ,"49,000","298,000","-249,000"
2451  ,創見            ,0,"240,000","-240,000"
2609  ,陽明            ,0,"236,000","-236,000"
1560  ,中砂            ,0,"235,000","-235,000"
6239  ,力成            ,"435,000","660,203","-225,203"
4164  ,承業醫          ,0,"222,000","-222,000"
2233  ,宇隆            ,0,"221,000","-221,000"
9802  ,鈺齊-KY         ,0,"194,000","-194,000"
3034  ,聯詠            ,"57,000","250,543","-193,543"
5388  ,中磊            ,0,"170,000","-170,000"
3711  ,日月光投控      ,"65,000","233,000","-168,000"
2474  ,可成            ,"71,000","233,435","-162,435"
2404  ,漢唐            ,"2,000","164,000","-162,000"
2376  ,技嘉            ,"9,000","166,000","-157,000"
2455  ,全新            ,"16,000","172,000","-156,000"
6278  ,台表科          ,0,"155,526","-155,526"
6257  ,矽格            ,0,"145,000","-145,000"
2313  ,華通            ,"10,000","154,000","-144,000"
2454  ,聯發科          ,"27,000","167,272","-140,272"
2880  ,華南金          ,"47,000","181,000","-134,000"
2603  ,長榮            ,0,"129,000","-129,000"
5880  ,合庫金          ,0,"127,000","-127,000"
6757  ,台灣虎航        ,"5,000","131,000","-126,000"
6412  ,群電            ,0,"118,000","-118,000"
2006  ,東和鋼鐵        ,0,"117,000","-117,000"
2892  ,第一金          ,0,"116,000","-116,000"
2801  ,彰銀            ,0,"114,000","-114,000"
2504  ,國產            ,0,"110,117","-110,117"
2610  ,華航            ,"336,000","440,000","-104,000"
1210  ,大成            ,"4,000","105,000","-101,000"
4755  ,三福化          ,0,"100,000","-100,000"
2912  ,統一超          ,0,"96,000","-96,000"
2834  ,臺企銀          ,0,"93,000","-93,000"
2458  ,義隆            ,"1,000","92,756","-91,756"
2439  ,美律            ,0,"87,678","-87,678"
6670  ,復盛應用        ,0,"83,786","-83,786"
4915  ,致伸            ,0,"79,466","-79,466"
2727  ,王品            ,0,"75,000","-75,000"
1736  ,喬山            ,0,"72,000","-72,000"
6515  ,穎崴            ,"4,000","74,000","-70,000"
3533  ,嘉澤            ,0,"67,000","-67,000"
2393  ,億光            ,0,"65,893","-65,893"
6414  ,樺漢            ,0,"64,000","-64,000"
6526  ,達發            ,0,"62,000","-62,000"
3014  ,聯陽            ,0,"60,790","-60,790"
2062  ,橋椿            ,0,"60,000","-60,000"
2368  ,金像電          ,"4,000","64,000","-60,000"
3042  ,晶技            ,0,"60,000","-60,000"
6781  ,AES-KY          ,"85,000","144,000","-59,000"
6753  ,龍德造船        ,0,"51,000","-51,000"
2206  ,三陽工業        ,0,"49,000","-49,000"
3090  ,日電貿          ,"1,000","49,658","-48,658"
2412  ,中華電          ,0,"48,000","-48,000"
2812  ,台中銀          ,0,"45,000","-45,000"
2845  ,遠東銀          ,0,"41,000","-41,000"
5434  ,崇越            ,"1,000","41,000","-40,000"
6206  ,飛捷            ,0,"39,000","-39,000"
3653  ,健策            ,"7,000","44,000","-37,000"
9917  ,中保科          ,0,"37,000","-37,000"
9939  ,宏全            ,"25,000","62,000","-37,000"
2607  ,榮運            ,0,"36,000","-36,000"
4961  ,天鈺            ,0,"35,322","-35,322"
6890  ,來億-KY         ,0,"35,000","-35,000"
3010  ,華立            ,0,"30,746","-30,746"
"=""006208""",富邦台50        ,0,"30,000","-30,000"
6197  ,佳必琪          ,0,"30,000","-30,000"
1215  ,卜蜂            ,0,"28,000","-28,000"
2371  ,大同            ,0,"28,000","-28,000"
3617  ,碩天            ,0,"28,000","-28,000"
2377  ,微星            ,"7,000","34,000","-27,000"
2615  ,萬海            ,0,"25,000","-25,000"
5269  ,祥碩            ,0,"22,000","-22,000"
6799  ,來頡            ,0,"21,000","-21,000"
6830  ,汎銓            ,0,"21,000","-21,000"
2363  ,矽統            ,0,"20,000","-20,000"
2344  ,華邦電          ,"69,000","88,000","-19,000"
8996  ,高力            ,0,"19,000","-19,000"
2606  ,裕民            ,0,"18,000","-18,000"
6139  ,亞翔            ,"1,000","19,000","-18,000"
1434  ,福懋            ,0,"17,000","-17,000"
3023  ,信邦            ,"2,000","19,000","-17,000"
1477  ,聚陽            ,"25,000","40,741","-15,741"
2015  ,豐興            ,0,"13,000","-13,000"
2850  ,新產            ,0,"11,000","-11,000"
4906  ,正文            ,0,"10,807","-10,807"
1503  ,士電            ,0,"10,000","-10,000"
1519  ,華城            ,0,"10,000","-10,000"
2637  ,慧洋-KY         ,0,"10,000","-10,000"
2915  ,潤泰全          ,0,"10,000","-10,000"
6605  ,帝寶            ,0,"10,000","-10,000"
6691  ,洋基工程        ,0,"10,000","-10,000"
9904  ,寶成            ,0,"10,000","-10,000"
8150  ,南茂            ,0,"9,618","-9,618"
2379  ,瑞昱            ,"73,000","82,000","-9,000"
6446  ,藥華藥          ,"1,000","10,000","-9,000"
3209  ,全科            ,0,"8,936","-8,936"
8112  ,至上            ,0,"7,640","-7,640"
8163  ,達方            ,0,"7,539","-7,539"
3592  ,瑞鼎            ,0,"7,071","-7,071"
9938  ,百和            ,0,"7,000","-7,000"
8070  ,長華*           ,0,"6,751","-6,751"
2897  ,王道銀行        ,0,"6,000","-6,000"
3661  ,世芯-KY         ,"14,000","20,000","-6,000"
3712  ,永崴投控        ,0,"5,508","-5,508"
2387  ,精元            ,0,"5,435","-5,435"
1513  ,中興電          ,0,"5,000","-5,000"
2355  ,敬鵬            ,0,"5,000","-5,000"
2362  ,藍天            ,0,"5,000","-5,000"
6196  ,帆宣            ,0,"5,000","-5,000"
6531  ,愛普*           ,"1,000","6,000","-5,000"
6189  ,豐藝            ,0,"4,640","-4,640"
8046  ,南電            ,"8,000","12,608","-4,608"
3035  ,智原            ,0,"4,054","-4,054"
4766  ,南寶            ,0,"4,000","-4,000"
6415  ,矽力*-KY        ,"4,000","8,000","-4,000"
6768  ,志強-KY         ,0,"4,000","-4,000"
7749  ,意騰-KY         ,0,"4,000","-4,000"
8039  ,台虹            ,"1,000","5,000","-4,000"
3532  ,台勝科          ,0,"3,888","-3,888"
8081  ,致新            ,0,"3,228","-3,228"
1582  ,信錦            ,0,"3,000","-3,000"
2436  ,偉詮電          ,0,"3,000","-3,000"
3022  ,威強電          ,0,"3,000","-3,000"
6669  ,緯穎            ,"22,000","25,000","-3,000"
9907  ,統一實          ,0,"3,000","-3,000"
1476  ,儒鴻            ,0,"2,000","-2,000"
2441  ,超豐            ,0,"2,000","-2,000"
2597  ,潤弘            ,0,"2,000","-2,000"
6409  ,旭隼            ,0,"2,000","-2,000"
9941  ,裕融            ,0,"2,000","-2,000"
2480  ,敦陽科          ,0,"1,776","-1,776"
1522  ,堤維西          ,0,"1,387","-1,387"
1532  ,勤美            ,0,"1,366","-1,366"
2852  ,第一保          ,0,"1,154","-1,154"
1712  ,興農            ,0,"1,000","-1,000"
1723  ,中碳            ,0,"1,000","-1,000"
3406  ,玉晶光          ,"1,000","2,000","-1,000"
3413  ,京鼎            ,0,"1,000","-1,000"
4763  ,材料*-KY        ,"14,000","15,000","-1,000"
6789  ,采鈺            ,"1,000","2,000","-1,000"
9911  ,櫻花            ,0,"1,000","-1,000"
2204  ,中華            ,"1,000","1,690",-690
4720  ,德淵            ,0,513,-513
3038  ,全台            ,0,490,-490
9924  ,福興            ,0,452,-452
2527  ,宏璟            ,0,331,-331
1558  ,伸興            ,0,196,-196
6754  ,匯僑設計        ,0,71,-71
9910  ,豐泰            ,"2,000","2,000",0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
